1508	3198	3
10046	8460	0
12	4386	12
771	9791	8
2218	4491	27
14	61	35
22011	7210	0
783	6488	10
290	7717	2
1192	1049	2
2564	178	10
1003	9447	22
942	3003	2
7	2692	6
8595	4362	3
101	4233	10
12	4069	9
26988	6127	17
12	8259	1
11832	3822	2
31574	4010	14
995	9016	6
22174	385	23
18629	182	5
138	8208	2
986	4684	13
220	8106	0
2654	2218	25
116	9762	17
34219	3841	4
14	2758	23
14	1577	16
682	6102	1
1167	2551	14
123	2428	28
116	6863	17
113	1807	7
8345	3735	5
3659	6077	6
229	6655	13
5745	1205	25
374	4917	18
103	4771	9
5872	4633	2
268	3499	6
1726	3013	1
7705	1870	13
6365	6825	32
254	3762	35
16	1700	1
30489	8011	12
738	4091	8
37229	3250	4
57	8758	0
128	771	5
612	6779	8
101	3785	13
17023	1507	0
40615	5486	17
22500	8075	0
101	9128	5
103	8452	16
1377	2234	7
12	1538	24
485	7250	17
134	217	28
133	8344	19
3017	8603	32
169	2402	2
14	4495	18
26557	37	6
11605	5612	8
110	6745	1
101	4587	20
626	9081	14
18464	3743	4
696	5525	27
7225	6247	2
104	4075	14
2314	7006	5
24967	5432	34
37360	6070	9
13337	3980	11
3457	7914	5
7149	6355	14
139	4949	11
14	1867	14
104	8269	6
1899	4123	35
160	3568	15
110	6302	1
129	9868	23
12	175	16
10567	7489	18
358	9494	24
237	7557	3
993	8718	32
7976	2275	5
190	116	29
12490	4363	24
120	541	4
20801	9451	2
14	7966	46
12440	39	17
186	7518	7
155	3090	28
3299	795	12
8559	3059	29
7079	7437	3
12	2240	19
12	7810	25
14967	834	8
29802	5296	19
40776	8717	15
3415	213	6
3498	8480	5
309	8809	20
14	4102	20
353	1310	2
101	5613	6
7344	4222	29
105	9063	6
3475	3588	15
105	9385	4
105	4965	1
15366	6915	12
103	3081	2
105	745	9
12	7462	19
2672	9956	17
4869	4496	0
27124	4984	21
12	7684	15
177	8029	0
173	7707	5
976	1194	4
12	8161	19
8991	867	0
9705	5641	0
305	4586	22
430	5427	0
14	8998	15
29669	3961	8
105	8708	12
2	2929	31
971	6420	1
2980	6818	3
14	7562	25
360	4812	0
38111	125	21
981	1634	23
57	5968	11
24260	2414	24
38944	2085	14
5467	616	7
1991	5631	9
108	9494	16
110	2001	22
1163	7591	18
3652	7753	10
101	2989	1
42403	9968	5
102	4489	9
155	3440	2
6725	4219	7
1639	4068	15
14	4003	15
6857	6213	3
12811	22	17
243	6770	0
2872	4079	4
1503	7933	4
14	3419	34
7047	1183	20
3458	9379	5
132	3895	19
330	1752	8
30031	4738	11
118	5317	22
34986	3196	1
111	6870	31
4649	5017	10
33492	5392	9
116	1699	14
346	1675	21
113	5294	3
235	4715	12
112	5908	8
144	5325	9
868	7446	27
12	3855	5
101	495	14
12	2241	7
16294	7831	23
116	6819	11
2466	5878	14
581	1857	0
14	110	20
23281	3757	11
109	2416	20
14	2730	13
165	8934	3
3094	8163	9
146	6729	4
12	68	8
12	6889	5
40265	5065	9
1246	1459	6
117	2057	2
13782	6300	18
161	9591	0
6888	927	10
101	4897	1
12	4398	13
318	5467	5
871	871	8
1483	5371	30
537	7000	1
693	898	0
460	5596	6
1856	6351	0
4453	3537	14
872	6666	9
34515	8107	5
1195	7152	5
377	7631	6
105	7468	9
103	1422	8
14137	1345	3
9485	3625	1
13	53	1
1504	1108	20
144	5163	4
579	7023	4
1285	1885	11
6218	27	2
14104	8142	13
14	7304	28
6964	7133	8
102	2150	3
104	1670	8
101	9323	18
692	3620	17
26220	2134	21
106	2362	19
3225	8898	8
128	4738	24
244	9234	7
595	8710	23
4159	2804	21
